"height","validator","percentage"
451938,"[ block pane ]",0.264684
451938,"Wetez",0.158997
451938,"KingSuper",0.117945
451938,"dimi 🦙",1.410865
451938,"stakefish",3.772846
451938,"Chainflow",0.145654
451938,"blockscape",0.908172
451938,"Sentinel",6.238144
451938,"strangelove-ventures",1.173400
451938,"cyberG",0.148909
451938,"STAKECRAFT",0.075173
451938,"Ping",0.213951
451938,"Provalidator",1.182755
451938,"ITA Stakers",0.878394
451938,"0base.vc",8.083806
451938,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.762934
451938,"Agaram.ai",0.056409
451938,"Fist of the North Star",0.130629
451938,"Chorus One",1.429495
451938,"BasBlock",0.342262
451938,"Validating Chaos",0.511121
451938,"ChainLayer",0.928006
451938,"Chandrodaya",0.060935
451938,"Stakely.io",0.346870
451938,"Figment",3.517229
451938,"StakeWithUs",0.062945
451938,"HashQuark",0.447985
451938,"POSTHUMAN ✵ DVS",0.306471
451938,"BouBouNode",2.124432
451938,"KalpaTech",0.955765
451938,"SpacePotato",0.724581
451938,"Messi",0.059580
451938,"RHINO",0.232375
451938,"Witval",0.200985
451938,"Chill Validation",0.454938
451938,"web34ever",0.160940
451938,"milkstake",0.565227
451938,"AUDIT.one",0.220573
451938,"stake.systems",0.120646
451938,"OmniFlix Network",1.158244
451938,"OranG3cluB",0.117642
451938,"needlecast",0.355773
451938,"deus labs",1.035075
451938,"0% fee - Imperator.co",2.738823
451938,"elsehow",0.485885
451938,"FreshJUNO",0.986663
451938,"01node",0.745144
451938,"Citadel.one",2.798550
451938,"Bi23 Labs",0.713446
451938,"StakeLab",0.254450
453738,"0% fee | Stakewolle.com",0.115404
453738,"SmartNodes",2.149350
453738,"STC Capital",0.331639
453738,"Ubik Capital",0.210227
453738,"Bro_n_Bro",0.545832
453738,"WeStaking",1.232510
453738,"Cros-nest",0.602150
453738,"Cypher Core",0.197039
453738,"CommunityStaking",0.392818
453738,"Inotel",1.237826
453738,"0% fees 🚀 | BlueStake",2.917981
453738,"Crab Shack (ben2x4)",0.919866
453738,"Artifact",0.321981
453738,"Stakecito",1.335846
453738,"Regenerator | Green Validator 🌱",0.238354
453738,"Swiss Staking",3.523104
453738,"StarCluster",0.087678
453738,"Invicta Stake",0.157289
453738,"NodesGuru",0.164900
453738,"syncnode",0.126319
453738,"Disperze",3.290902
453738,"SG-1",8.396943
453738,"Cephalopod Equipment Corp",2.234277
453738,"Stakin",0.483897
453738,"jabbey",0.186639
453738,"Stakers",0.158196
453738,"meow",0.741842
453738,"#decentralizehk",0.157018
453738,"Oldcat",0.097769
453738,"pathrocknetwork",0.107235
453738,"0% fee - EZStaking.io 100% Slash Protected",0.822152
453738,"0% fees | Validator.run",0.143064
453738,"Simply Staking",0.303230
453738,"Consensus One",0.456089
453738,"Cosmostation",7.763588
453738,"Secure Secrets",0.231682
453738,"SOLAR Validator",0.113959
453738,"commercio.network",0.124851
453738,"Highlander-Nodes",0.322939
453738,"天照☀",0.246029
453738,"Cosmic Validator",0.610268
453738,"kytzu",0.131520
453738,"Lavender.five Nodes",1.197199
453738,"Wave",0.109137
453738,"Klub Staking",0.307423
453738,"Cat Boss",0.187087
453738,"notional-validator",0.983258
453738,"chainvibes",0.228805
453738,"kingnodes",1.736873
453738,"NosNode🔆️",0.434305
453738,"[ block pane ]",0.264502
453738,"Wetez",0.158888
453738,"KingSuper",0.117864
453738,"dimi 🦙",1.409896
453738,"stakefish",3.785220
453738,"Chainflow",0.145554
453738,"blockscape",0.907559
453738,"Sentinel",6.246155
453738,"strangelove-ventures",1.172623
453738,"cyberG",0.148807
453738,"STAKECRAFT",0.075121
453738,"Ping",0.213804
453738,"Provalidator",1.181942
453738,"ITA Stakers",0.877791
453738,"0base.vc",8.082478
453738,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.762441
453738,"Agaram.ai",0.056370
453738,"Fist of the North Star",0.130539
453738,"Chorus One",1.428512
453738,"BasBlock",0.342027
453738,"Validating Chaos",0.510770
453738,"ChainLayer",0.927368
453738,"Chandrodaya",0.060893
453738,"Stakely.io",0.346631
453738,"Figment",3.514811
453738,"StakeWithUs",0.062901
453738,"HashQuark",0.447677
453738,"POSTHUMAN ✵ DVS",0.306319
453738,"BouBouNode",2.123094
453738,"KalpaTech",0.955109
453738,"SpacePotato",0.724083
453738,"Messi",0.059539
453738,"RHINO",0.232215
453738,"Witval",0.200847
453738,"Chill Validation",0.454625
453738,"web34ever",0.160912
453738,"milkstake",0.564838
453738,"AUDIT.one",0.220421
453738,"stake.systems",0.120563
453738,"OmniFlix Network",1.157478
453738,"OranG3cluB",0.117562
453738,"needlecast",0.355528
453738,"deus labs",1.034364
453738,"0% fee - Imperator.co",2.736990
453738,"elsehow",0.485551
453738,"FreshJUNO",0.985985
453738,"01node",0.744653
453738,"Citadel.one",2.796656
453738,"Bi23 Labs",0.712956
453738,"StakeLab",0.254276
455538,"0% fee | Stakewolle.com",0.106885
455538,"SmartNodes",2.154957
455538,"STC Capital",0.332427
455538,"Ubik Capital",0.210721
455538,"Bro_n_Bro",0.547096
455538,"WeStaking",1.235364
455538,"Cros-nest",0.603545
455538,"Cypher Core",0.197495
455538,"CommunityStaking",0.393772
455538,"Inotel",1.240693
455538,"0% fees 🚀 | BlueStake",2.924886
455538,"Crab Shack (ben2x4)",0.921997
455538,"Artifact",0.322726
455538,"Stakecito",1.339008
455538,"Regenerator | Green Validator 🌱",0.239072
455538,"Swiss Staking",3.533004
455538,"StarCluster",0.087881
455538,"Invicta Stake",0.157654
455538,"NodesGuru",0.165282
455538,"syncnode",0.126611
455538,"Disperze",3.298656
455538,"SG-1",8.429280
455538,"Cephalopod Equipment Corp",2.239451
455538,"Stakin",0.485018
455538,"jabbey",0.187082
455538,"Stakers",0.158595
455538,"meow",0.743560
455538,"#decentralizehk",0.157384
455538,"Oldcat",0.098002
455538,"pathrocknetwork",0.107484
455538,"0% fee - EZStaking.io 100% Slash Protected",0.824062
455538,"0% fees | Validator.run",0.143396
455538,"Simply Staking",0.303932
455538,"Consensus One",0.457145
455538,"Cosmostation",7.784204
455538,"Secure Secrets",0.232248
455538,"SOLAR Validator",0.114223
455538,"commercio.network",0.125140
455538,"Highlander-Nodes",0.323687
455538,"天照☀",0.246598
455538,"Cosmic Validator",0.611681
455538,"kytzu",0.131826
455538,"Lavender.five Nodes",1.199971
455538,"Wave",0.109390
455538,"Klub Staking",0.308135
455538,"Cat Boss",0.187520
455538,"notional-validator",0.985535
455538,"chainvibes",0.229335
455538,"kingnodes",1.741106
455538,"NosNode🔆️",0.435324
455538,"[ block pane ]",0.265114
455538,"Wetez",0.159256
455538,"KingSuper",0.118137
455538,"dimi 🦙",1.413161
455538,"stakefish",3.793253
455538,"Chainflow",0.145891
455538,"blockscape",0.909661
455538,"Sentinel",6.265630
455538,"strangelove-ventures",1.175338
455538,"cyberG",0.149151
455538,"STAKECRAFT",0.075295
455538,"Ping",0.214299
455538,"Provalidator",1.187137
455538,"ITA Stakers",0.879929
455538,"0base.vc",8.103986
455538,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.764234
455538,"Agaram.ai",0.056501
455538,"Fist of the North Star",0.130849
455538,"Chorus One",1.434363
455538,"BasBlock",0.342819
455538,"Validating Chaos",0.511953
455538,"ChainLayer",0.929516
455538,"Centurion",0.050782
455538,"Chandrodaya",0.061034
455538,"Stakely.io",0.347434
455538,"Figment",3.524902
455538,"StakeWithUs",0.063199
455538,"HashQuark",0.448714
455538,"BouBouNode",2.128132
455538,"KalpaTech",0.957320
455538,"SpacePotato",0.725760
455538,"Messi",0.059677
455538,"RHINO",0.232753
455538,"Witval",0.201312
455538,"Chill Validation",0.455678
455538,"web34ever",0.161284
455538,"milkstake",0.566146
455538,"AUDIT.one",0.220932
455538,"stake.systems",0.120843
455538,"OmniFlix Network",1.160217
455538,"OranG3cluB",0.117834
455538,"needlecast",0.356351
455538,"deus labs",1.036759
455538,"0% fee - Imperator.co",2.743427
455538,"elsehow",0.486676
455538,"FreshJUNO",0.988269
455538,"01node",0.746377
455538,"Citadel.one",2.803191
455538,"Bi23 Labs",0.714607
455538,"StakeLab",0.254873
457338,"0% fee | Stakewolle.com",0.106826
457338,"SmartNodes",2.153573
457338,"STC Capital",0.332212
457338,"Ubik Capital",0.210591
457338,"Bro_n_Bro",0.546733
457338,"WeStaking",1.234543
457338,"Cros-nest",0.603143
457338,"Cypher Core",0.197363
457338,"CommunityStaking",0.393510
457338,"Inotel",1.239866
457338,"0% fees 🚀 | BlueStake",2.923406
457338,"Crab Shack (ben2x4)",0.921422
457338,"Artifact",0.323168
457338,"Stakecito",1.338314
457338,"Regenerator | Green Validator 🌱",0.238921
457338,"Swiss Staking",3.535719
457338,"StarCluster",0.087823
457338,"Invicta Stake",0.157549
457338,"NodesGuru",0.165172
457338,"syncnode",0.126527
457338,"Disperze",3.296860
457338,"SG-1",8.429195
457338,"Cephalopod Equipment Corp",2.238399
457338,"Stakin",0.484695
457338,"jabbey",0.186965
457338,"Stakers",0.158490
457338,"meow",0.748918
457338,"#decentralizehk",0.157313
457338,"Oldcat",0.097936
457338,"pathrocknetwork",0.107412
457338,"0% fee - EZStaking.io 100% Slash Protected",0.823557
457338,"0% fees | Validator.run",0.143300
457338,"Simply Staking",0.303730
457338,"Consensus One",0.456841
457338,"Cosmostation",7.779719
457338,"Secure Secrets",0.232094
457338,"SOLAR Validator",0.114147
457338,"commercio.network",0.125343
457338,"Highlander-Nodes",0.323472
457338,"天照☀",0.246434
457338,"Cosmic Validator",0.611274
457338,"kytzu",0.131738
457338,"Lavender.five Nodes",1.199172
457338,"Wave",0.109317
457338,"Klub Staking",0.307994
457338,"Cat Boss",0.187401
457338,"notional-validator",0.984879
457338,"chainvibes",0.229182
457338,"kingnodes",1.739947
457338,"NosNode🔆️",0.435081
457338,"[ block pane ]",0.264938
457338,"Wetez",0.159150
457338,"KingSuper",0.118058
457338,"dimi 🦙",1.412219
457338,"stakefish",3.791193
457338,"Chainflow",0.145794
457338,"blockscape",0.909055
457338,"Sentinel",6.278889
457338,"strangelove-ventures",1.174555
457338,"cyberG",0.149052
457338,"STAKECRAFT",0.076291
457338,"Ping",0.214157
457338,"Provalidator",1.186615
457338,"ITA Stakers",0.879347
457338,"0base.vc",8.102183
457338,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.764204
457338,"Agaram.ai",0.056463
457338,"Fist of the North Star",0.130847
457338,"Chorus One",1.433407
457338,"BasBlock",0.342591
457338,"Validating Chaos",0.512205
457338,"ChainLayer",0.928903
457338,"Centurion",0.050748
457338,"Chandrodaya",0.060993
457338,"Stakely.io",0.347203
457338,"Figment",3.522554
457338,"StakeWithUs",0.063157
457338,"HashQuark",0.448415
457338,"BouBouNode",2.126838
457338,"KalpaTech",0.956683
457338,"SpacePotato",0.725277
457338,"Messi",0.059637
457338,"RHINO",0.232598
457338,"Witval",0.201178
457338,"Chill Validation",0.455374
457338,"web34ever",0.161177
457338,"milkstake",0.565769
457338,"AUDIT.one",0.220784
457338,"stake.systems",0.120762
457338,"OmniFlix Network",1.159570
457338,"OranG3cluB",0.117755
457338,"needlecast",0.356114
457338,"deus labs",1.036069
457338,"0% fee - Imperator.co",2.764016
457338,"elsehow",0.486352
457338,"FreshJUNO",0.987611
457338,"01node",0.745880
457338,"Citadel.one",2.801335
457338,"Bi23 Labs",0.714131
457338,"StakeLab",0.254720
459138,"0% fee | Stakewolle.com",0.107142
459138,"SmartNodes",2.158813
459138,"STC Capital",0.333136
459138,"Ubik Capital",0.211152
459138,"Bro_n_Bro",0.548447
459138,"WeStaking",1.237874
459138,"Cros-nest",0.604939
459138,"Cypher Core",0.197889
459138,"CommunityStaking",0.395125
459138,"Inotel",1.243170
459138,"0% fees 🚀 | BlueStake",2.931395
459138,"Crab Shack (ben2x4)",0.923910
459138,"Artifact",0.324029
459138,"Stakecito",1.342307
459138,"Regenerator | Green Validator 🌱",0.239667
459138,"Swiss Staking",3.545560
459138,"StarCluster",0.088057
459138,"Invicta Stake",0.157969
459138,"NodesGuru",0.165612
459138,"syncnode",0.126864
459138,"Disperze",3.305831
459138,"SG-1",8.450745
459138,"Cephalopod Equipment Corp",2.245479
459138,"Stakin",0.486004
459138,"jabbey",0.187472
459138,"Stakers",0.158912
459138,"meow",0.750914
459138,"#decentralizehk",0.157779
459138,"Oldcat",0.098197
459138,"pathrocknetwork",0.107698
459138,"0% fee - EZStaking.io 100% Slash Protected",0.828011
459138,"0% fees | Validator.run",0.143682
459138,"Simply Staking",0.304560
459138,"Consensus One",0.458089
459138,"Cosmostation",7.801569
459138,"Secure Secrets",0.232781
459138,"SOLAR Validator",0.114451
459138,"commercio.network",0.125677
459138,"Highlander-Nodes",0.324334
459138,"天照☀",0.247091
459138,"Cosmic Validator",0.612903
459138,"kytzu",0.132095
459138,"Lavender.five Nodes",1.202379
459138,"Wave",0.109609
459138,"Klub Staking",0.308815
459138,"Cat Boss",0.187900
459138,"notional-validator",0.694075
459138,"chainvibes",0.230380
459138,"kingnodes",1.744591
459138,"NosNode🔆️",0.436382
459138,"[ block pane ]",0.265727
459138,"Wetez",0.159574
459138,"KingSuper",0.118373
459138,"dimi 🦙",1.415996
459138,"stakefish",3.801483
459138,"Chainflow",0.146183
459138,"blockscape",0.911478
459138,"Sentinel",6.330761
459138,"strangelove-ventures",1.177688
459138,"cyberG",0.149449
459138,"STAKECRAFT",0.076495
459138,"Ping",0.214727
459138,"Provalidator",1.190664
459138,"ITA Stakers",0.881690
459138,"0base.vc",8.118516
459138,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.768899
459138,"Agaram.ai",0.056802
459138,"Fist of the North Star",0.131196
459138,"Chorus One",1.437227
459138,"BasBlock",0.343504
459138,"Validating Chaos",0.513596
459138,"ChainLayer",0.931378
459138,"Centurion",0.050883
459138,"Chandrodaya",0.061156
459138,"Stakely.io",0.348128
459138,"Figment",3.531941
459138,"StakeWithUs",0.063326
459138,"HashQuark",0.449610
459138,"BouBouNode",2.133666
459138,"KalpaTech",0.959232
459138,"SpacePotato",0.727302
459138,"Messi",0.059799
459138,"RHINO",0.233217
459138,"Witval",0.201714
459138,"Chill Validation",0.456594
459138,"web34ever",0.161606
459138,"milkstake",0.567277
459138,"AUDIT.one",0.221392
459138,"stake.systems",0.121084
459138,"OmniFlix Network",1.169051
459138,"OranG3cluB",0.118069
459138,"needlecast",0.357063
459138,"deus labs",1.038830
459138,"0% fee - Imperator.co",2.773737
459138,"elsehow",0.487648
459138,"FreshJUNO",0.990242
459138,"01node",0.747868
459138,"Citadel.one",2.809393
459138,"Bi23 Labs",0.716034
459138,"StakeLab",0.231272
460938,"0% fee | Stakewolle.com",0.107162
460938,"SmartNodes",2.159784
460938,"STC Capital",0.333223
460938,"Ubik Capital",0.211191
460938,"Bro_n_Bro",0.548596
460938,"WeStaking",1.238112
460938,"Cros-nest",0.605342
460938,"Cypher Core",0.197927
460938,"CommunityStaking",0.395202
460938,"Inotel",1.243404
460938,"0% fees 🚀 | BlueStake",2.932320
460938,"Crab Shack (ben2x4)",0.924083
460938,"Artifact",0.324090
460938,"Stakecito",1.341695
460938,"Regenerator | Green Validator 🌱",0.239712
460938,"Swiss Staking",3.547064
460938,"StarCluster",0.088073
460938,"Invicta Stake",0.157998
460938,"NodesGuru",0.165643
460938,"syncnode",0.126888
460938,"Disperze",3.306770
460938,"SG-1",8.415016
460938,"Cephalopod Equipment Corp",2.245900
460938,"Stakin",0.486358
460938,"jabbey",0.187515
460938,"Stakers",0.158964
460938,"meow",0.751055
460938,"#decentralizehk",0.157809
460938,"Oldcat",0.098216
460938,"pathrocknetwork",0.107718
460938,"0% fee - EZStaking.io 100% Slash Protected",0.828228
460938,"0% fees | Validator.run",0.143709
460938,"Simply Staking",0.304617
460938,"Consensus One",0.458175
460938,"Cosmostation",7.798887
460938,"Secure Secrets",0.232824
460938,"SOLAR Validator",0.114472
460938,"commercio.network",0.125701
460938,"Highlander-Nodes",0.324356
460938,"天照☀",0.247179
460938,"Cosmic Validator",0.613018
460938,"kytzu",0.132120
460938,"Lavender.five Nodes",1.202668
460938,"Wave",0.109629
460938,"Klub Staking",0.308873
460938,"Cat Boss",0.187965
460938,"notional-validator",0.694205
460938,"chainvibes",0.230423
460938,"kingnodes",1.750837
460938,"NosNode🔆️",0.436488
460938,"[ block pane ]",0.265777
460938,"Wetez",0.159604
460938,"KingSuper",0.118395
460938,"dimi 🦙",1.416262
460938,"stakefish",3.802442
460938,"Chainflow",0.146210
460938,"blockscape",0.911649
460938,"Sentinel",6.338527
460938,"strangelove-ventures",1.178290
460938,"cyberG",0.149477
460938,"STAKECRAFT",0.076509
460938,"Ping",0.214768
460938,"Provalidator",1.190896
460938,"ITA Stakers",0.884568
460938,"0base.vc",8.122847
460938,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.769219
460938,"Agaram.ai",0.056812
460938,"Fist of the North Star",0.131221
460938,"Chorus One",1.437498
460938,"BasBlock",0.343568
460938,"Validating Chaos",0.513692
460938,"ChainLayer",0.931570
460938,"Centurion",0.050893
460938,"Chandrodaya",0.061167
460938,"Stakely.io",0.348193
460938,"Figment",3.532604
460938,"StakeWithUs",0.063338
460938,"HashQuark",0.449694
460938,"BouBouNode",2.134189
460938,"KalpaTech",0.959415
460938,"SpacePotato",0.727439
460938,"Messi",0.059810
460938,"RHINO",0.233301
460938,"Witval",0.201752
460938,"Chill Validation",0.457443
460938,"web34ever",0.161637
460938,"milkstake",0.567383
460938,"AUDIT.one",0.221434
460938,"stake.systems",0.121107
460938,"OmniFlix Network",1.169368
460938,"OranG3cluB",0.118091
460938,"needlecast",0.357130
460938,"deus labs",1.039025
460938,"0% fee - Imperator.co",2.774780
460938,"elsehow",0.487739
460938,"FreshJUNO",0.990428
460938,"01node",0.748102
460938,"Citadel.one",2.810054
460938,"Bi23 Labs",0.716168
460938,"StakeLab",0.231316
462738,"0% fee | Stakewolle.com",0.107364
462738,"SmartNodes",2.158593
462738,"STC Capital",0.333171
462738,"Ubik Capital",0.211140
462738,"Bro_n_Bro",0.548583
462738,"WeStaking",1.237813
462738,"Cros-nest",0.605196
462738,"Cypher Core",0.197879
462738,"CommunityStaking",0.395135
462738,"Inotel",1.243103
462738,"0% fees 🚀 | BlueStake",2.931708
462738,"Crab Shack (ben2x4)",0.923860
462738,"Artifact",0.324018
462738,"Stakecito",1.341424
462738,"Regenerator | Green Validator 🌱",0.239654
462738,"Swiss Staking",3.546299
462738,"StarCluster",0.088052
462738,"Invicta Stake",0.157960
462738,"NodesGuru",0.165603
462738,"syncnode",0.126857
462738,"Disperze",3.306281
462738,"SG-1",8.413223
462738,"Cephalopod Equipment Corp",2.245379
462738,"Stakin",0.486240
462738,"jabbey",0.187477
462738,"Stakers",0.158926
462738,"meow",0.750902
462738,"#decentralizehk",0.157914
462738,"Oldcat",0.098236
462738,"pathrocknetwork",0.107750
462738,"0% fee - EZStaking.io 100% Slash Protected",0.828056
462738,"0% fees | Validator.run",0.143703
462738,"Simply Staking",0.304543
462738,"Consensus One",0.458064
462738,"Cosmostation",7.799079
462738,"Secure Secrets",0.232768
462738,"SOLAR Validator",0.114445
462738,"commercio.network",0.125671
462738,"Highlander-Nodes",0.324330
462738,"天照☀",0.247641
462738,"Cosmic Validator",0.612870
462738,"kytzu",0.132116
462738,"Lavender.five Nodes",1.202377
462738,"Wave",0.109603
462738,"Klub Staking",0.308798
462738,"Cat Boss",0.187919
462738,"notional-validator",0.694806
462738,"chainvibes",0.230367
462738,"kingnodes",1.750505
462738,"NosNode🔆️",0.436598
462738,"[ block pane ]",0.265712
462738,"Wetez",0.159565
462738,"KingSuper",0.118367
462738,"dimi 🦙",1.415919
462738,"stakefish",3.801880
462738,"Chainflow",0.146175
462738,"blockscape",0.911757
462738,"Sentinel",6.339289
462738,"strangelove-ventures",1.178005
462738,"cyberG",0.149441
462738,"STAKECRAFT",0.076490
462738,"Ping",0.214716
462738,"Provalidator",1.197595
462738,"ITA Stakers",0.884383
462738,"0base.vc",8.122121
462738,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.769111
462738,"Agaram.ai",0.056827
462738,"Fist of the North Star",0.131189
462738,"Chorus One",1.439123
462738,"BasBlock",0.343485
462738,"Validating Chaos",0.515816
462738,"ChainLayer",0.931345
462738,"Centurion",0.050909
462738,"Chandrodaya",0.061159
462738,"Stakely.io",0.348167
462738,"Figment",3.531937
462738,"StakeWithUs",0.063334
462738,"HashQuark",0.449585
462738,"BouBouNode",2.133796
462738,"KalpaTech",0.959183
462738,"SpacePotato",0.727289
462738,"Messi",0.059795
462738,"RHINO",0.233274
462738,"Witval",0.201703
462738,"Chill Validation",0.457361
462738,"web34ever",0.161598
462738,"milkstake",0.567246
462738,"AUDIT.one",0.221380
462738,"stake.systems",0.121108
462738,"OmniFlix Network",1.169232
462738,"OranG3cluB",0.118063
462738,"needlecast",0.357044
462738,"deus labs",1.038773
462738,"0% fee - Imperator.co",2.774174
462738,"elsehow",0.487664
462738,"FreshJUNO",0.990189
462738,"01node",0.747921
462738,"Citadel.one",2.812469
462738,"Bi23 Labs",0.715995
462738,"StakeLab",0.231346
464538,"0% fee | Stakewolle.com",0.106596
464538,"SmartNodes",2.153340
464538,"STC Capital",0.332353
464538,"Ubik Capital",0.210622
464538,"Bro_n_Bro",0.547236
464538,"WeStaking",1.234774
464538,"Cros-nest",0.603710
464538,"Cypher Core",0.197393
464538,"CommunityStaking",0.394257
464538,"Inotel",1.240051
464538,"0% fees 🚀 | BlueStake",2.924574
464538,"Crab Shack (ben2x4)",0.921592
464538,"Artifact",0.323222
464538,"Stakecito",1.337484
464538,"Regenerator | Green Validator 🌱",0.239066
464538,"Swiss Staking",3.537623
464538,"StarCluster",0.087836
464538,"Invicta Stake",0.157572
464538,"NodesGuru",0.165197
464538,"syncnode",0.126546
464538,"Disperze",3.298296
464538,"SG-1",8.392625
464538,"Cephalopod Equipment Corp",2.239866
464538,"Stakin",0.485046
464538,"jabbey",0.187025
464538,"Stakers",0.158535
464538,"meow",0.749059
464538,"#decentralizehk",0.157526
464538,"Oldcat",0.097995
464538,"pathrocknetwork",0.108129
464538,"0% fee - EZStaking.io 100% Slash Protected",0.826723
464538,"0% fees | Validator.run",0.143350
464538,"Simply Staking",0.303795
464538,"Consensus One",0.456939
464538,"Cosmostation",7.780234
464538,"Secure Secrets",0.232197
464538,"SOLAR Validator",0.114164
464538,"commercio.network",0.125362
464538,"Highlander-Nodes",0.323642
464538,"天照☀",0.247033
464538,"Cosmic Validator",0.611365
464538,"kytzu",0.131792
464538,"Lavender.five Nodes",1.199455
464538,"Wave",0.109334
464538,"Klub Staking",0.308040
464538,"Cat Boss",0.187458
464538,"notional-validator",0.693100
464538,"chainvibes",0.229802
464538,"kingnodes",1.746237
464538,"NosNode🔆️",0.435603
464538,"[ block pane ]",0.265060
464538,"Wetez",0.159173
464538,"KingSuper",0.118076
464538,"dimi 🦙",1.412443
464538,"stakefish",3.792546
464538,"Chainflow",0.145816
464538,"blockscape",0.909519
464538,"Sentinel",6.323785
464538,"strangelove-ventures",1.175112
464538,"cyberG",0.149074
464538,"STAKECRAFT",0.076303
464538,"Ping",0.214189
464538,"Provalidator",1.194817
464538,"ITA Stakers",0.882212
464538,"0base.vc",8.109651
464538,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.767243
464538,"Agaram.ai",0.056690
464538,"Fist of the North Star",0.130867
464538,"Chorus One",1.435590
464538,"BasBlock",0.342642
464538,"Validating Chaos",0.514550
464538,"ChainLayer",0.929059
464538,"Chandrodaya",0.061009
464538,"Stakely.io",0.347312
464538,"Figment",3.523266
464538,"StakeWithUs",0.063178
464538,"HashQuark",0.448482
464538,"POSTHUMAN ✵ DVS",0.285581
464538,"BouBouNode",2.128680
464538,"KalpaTech",0.956902
464538,"SpacePotato",0.725503
464538,"Messi",0.059648
464538,"RHINO",0.232701
464538,"Witval",0.201208
464538,"Chill Validation",0.456238
464538,"web34ever",0.161201
464538,"milkstake",0.565853
464538,"AUDIT.one",0.220837
464538,"stake.systems",0.120811
464538,"OmniFlix Network",1.166402
464538,"OranG3cluB",0.117773
464538,"needlecast",0.356167
464538,"deus labs",1.036223
464538,"0% fee - Imperator.co",2.767409
464538,"elsehow",0.486466
464538,"FreshJUNO",0.987758
464538,"01node",0.746192
464538,"Citadel.one",2.806999
464538,"Bi23 Labs",0.714237
464538,"StakeLab",0.230778
466338,"0% fee | Stakewolle.com",0.106566
466338,"SmartNodes",2.152506
466338,"STC Capital",0.332266
466338,"Ubik Capital",0.210563
466338,"Bro_n_Bro",0.547130
466338,"WeStaking",1.234431
466338,"Cros-nest",0.603542
466338,"Cypher Core",0.197338
466338,"CommunityStaking",0.394147
466338,"Inotel",1.239706
466338,"0% fees 🚀 | BlueStake",2.925832
466338,"Crab Shack (ben2x4)",0.921335
466338,"Artifact",0.323132
466338,"Stakecito",1.337153
466338,"Regenerator | Green Validator 🌱",0.238999
466338,"Swiss Staking",3.538116
466338,"StarCluster",0.087811
466338,"Invicta Stake",0.157533
466338,"NodesGuru",0.165151
466338,"syncnode",0.126511
466338,"Disperze",3.297556
466338,"SG-1",8.390141
466338,"Cephalopod Equipment Corp",2.239244
466338,"Stakin",0.484911
466338,"jabbey",0.186981
466338,"Stakers",0.158491
466338,"meow",0.748850
466338,"#decentralizehk",0.157483
466338,"Oldcat",0.097968
466338,"pathrocknetwork",0.108099
466338,"0% fee - EZStaking.io 100% Slash Protected",0.826507
466338,"0% fees | Validator.run",0.143310
466338,"Simply Staking",0.303711
466338,"Consensus One",0.456812
466338,"Cosmostation",7.793791
466338,"Secure Secrets",0.232132
466338,"SOLAR Validator",0.114132
466338,"commercio.network",0.125327
466338,"Highlander-Nodes",0.323552
466338,"天照☀",0.246965
466338,"Cosmic Validator",0.611195
466338,"kytzu",0.131755
466338,"Lavender.five Nodes",1.199121
466338,"Wave",0.109303
466338,"Klub Staking",0.307955
466338,"Cat Boss",0.187409
466338,"notional-validator",0.692907
466338,"chainvibes",0.229738
466338,"kingnodes",1.745459
466338,"NosNode🔆️",0.435505
466338,"[ block pane ]",0.264986
466338,"Wetez",0.159129
466338,"KingSuper",0.118043
466338,"dimi 🦙",1.412050
466338,"stakefish",3.791457
466338,"Chainflow",0.145781
466338,"blockscape",0.909266
466338,"Sentinel",6.323655
466338,"strangelove-ventures",1.174786
466338,"cyberG",0.149033
466338,"STAKECRAFT",0.076281
466338,"Ping",0.214129
466338,"Provalidator",1.194496
466338,"ITA Stakers",0.882069
466338,"0base.vc",8.113973
466338,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.767052
466338,"Agaram.ai",0.056674
466338,"Fist of the North Star",0.130748
466338,"Chorus One",1.435191
466338,"BasBlock",0.342547
466338,"Validating Chaos",0.514427
466338,"ChainLayer",0.928800
466338,"Chandrodaya",0.060992
466338,"Stakely.io",0.347215
466338,"Figment",3.522287
466338,"StakeWithUs",0.063161
466338,"HashQuark",0.448357
466338,"POSTHUMAN ✵ DVS",0.285502
466338,"BouBouNode",2.128211
466338,"KalpaTech",0.956636
466338,"SpacePotato",0.725302
466338,"Messi",0.059632
466338,"RHINO",0.232636
466338,"Witval",0.201152
466338,"Chill Validation",0.456111
466338,"web34ever",0.161156
466338,"milkstake",0.565696
466338,"AUDIT.one",0.220776
466338,"stake.systems",0.120777
466338,"OmniFlix Network",1.166107
466338,"OranG3cluB",0.117740
466338,"needlecast",0.356068
466338,"deus labs",1.035935
466338,"0% fee - Imperator.co",2.767052
466338,"elsehow",0.486331
466338,"FreshJUNO",0.987483
466338,"01node",0.745984
466338,"Citadel.one",2.806285
466338,"Bi23 Labs",0.714039
466338,"StakeLab",0.230721
